Código;Descripción;;Linea;Imp.;Desc.;Precio Vent.;Precio May.;Precio Cost.;Stock Min;Mon.
000000000000;ARROZ LUNA DE BELEN 5KG;UNIDADES;37;10;0;13.500;0;11.500;2;1
0000000000024;TABLETA CHOCOLATE CACAO PREMIUM;UNIDADES;26;10;0;12.500;0;8.000;2;1
000000000024;TABLETA CHOCOLATE CACAO PREMIUM;UNIDADES;26;10;0;12.500;0;8.000;2;1
0000000046572;ROPA P/BEBE;UNIDADES;14;10;0;30.000;0;18.415;2;1
0000000046756;ROPA P/BEBE;UNIDADES;14;10;0;30.000;0;18.415;2;1
0000000100111;YASY PIOLIN P/ROPA;UNIDADES;6;10;0;3.000;0;2.143;2;1
0000028093367;CH CREMA PARA MANOS Y CUERPO ALOE;UNIDADES;23;10;0;9.500;0;6.806;2;1
0000078030299;GALLETITAS TUAREG 48GR;UNIDADES;26;10;0;1.850;0;1.455;2;1
000008099389;BUDINERA NRO 28;UNIDADES;31;10;0;42.000;0;32.000;2;1
000008099433;TORTERA NRO 32;UNIDADES;31;10;0;41.000;0;32.000;2;1
000008100214;HIELERA NRO 1;UNIDADES;31;10;0;22.600;0;18.000;2;1
000008100498;OLLA C/ASAS NRO 22  MIA;UNIDADES;31;10;0;50.000;0;40.000;2;1
0000091024213;CH CREMA MANOS Y CUERPO ALMENDRAS;UNIDADES;23;10;0;9.500;0;6.806;2;1
0000091024220;CH CREMA MANOS Y CUERPO VITAMINA AYE;UNIDADES;23;10;0;9.500;0;6.806;2;1
00002127;JUGUETE;UNIDADES;18;10;0;13.000;0;8.000;2;1
00002196;JUGUETE;UNIDADES;18;10;0;8.000;0;4.800;2;1
000028216896;SANREMO POTE REDONDO;UNIDADES;31;10;0;5.500;0;4.000;2;1
0000312000002;PORTA LAPIZ;UNIDADES;20;10;0;11.500;0;8.200;2;1
00003643;JUGUETE ROMPECABEZAS BUTTERFLY;UNIDADES;18;10;0;16.000;0;8.000;2;1
00008181;JUGUETE MUÑECA;UNIDADES;23;10;0;23.000;0;16.520;2;1
00014113;JUGUETE;UNIDADES;18;10;0;15.000;0;10.000;2;1
00015158;JUEGO DE TE..............;UNIDADES;18;10;0;18.000;0;11.000;2;1
00018111;JUGUETE ESPADA;UNIDADES;18;10;0;16.500;0;12.000;2;1
00021326;JUGUETE;UNIDADES;8;10;0;12.000;0;8.000;2;1
00022217;JUGUETE GS. 20.000;UNIDADES;18;10;0;20.000;0;12.000;2;1
00025836;ABECEDARIO;UNIDADES;8;10;0;20.000;0;15.000;2;1
00026512;MAQUILLAJE MAKE UP;UNIDADES;18;10;0;8.500;0;5.400;2;1
000312000002;PORTA LAPIZ GRANDE;UNIDADES;20;10;0;15.500;0;8.300;2;1
000388000005;VELERO VIDRIO TIPO FLOR;UNIDADES;20;10;0;6.500;0;4.500;2;1
00050067;JUGUETE;UNIDADES;18;10;0;105.000;0;70.000;2;1
00055369;LUCES NAVIDEÑAS;UNIDADES;12;10;0;25.000;0;15.000;2;1
000673602051;JUEGO DE LOTERIA;UNIDADES;20;10;0;36.000;0;25.000;2;1
00070164;JARRA PLASTICA 2 LITROS CON TAPA;UNIDADES;31;10;0;9.500;0;6.817;2;1
00071772;MOLDE P/EMPANADA;UNIDADES;31;10;0;12.000;0;6.956;2;1
000717772;MOLDE PARA EMPANADAS CON PALITO;UNIDADES;31;10;0;11.000;0;8.378;2;1
00081634;JUGUETE;UNIDADES;18;10;0;16.500;0;6.000;2;1
00082518;JUGUETE;UNIDADES;18;10;0;18.500;0;12.000;2;1
000964692426;CABLE DE BATERIA 500A;UNIDADES;29;10;0;51.500;0;37.240;2;1
00096829;JUGUETE;UNIDADES;18;10;0;5.000;0;2.500;2;1
00098298;RASTRILLO;UNIDADES;31;10;0;12.000;0;7.900;2;1
000988265743;HUESO MASTICABLE PAQUTE X 63 UNID;UNIDADES;34;10;0;88.000;0;67.984;2;1
0009984;JUGUETE;UNIDADES;18;10;0;16.500;0;10.000;2;1
00100;TOMATE PERITA;PESABLE;2;5;0;11.450;9.600;8.750;0;1
00101;TOMATE LISA;PESABLE;2;5;1;16.500;0;14.000;2;1
00101752;JUEGO DIDACTICO MY WORLD;UNIDADES;18;10;0;80.000;0;58.800;2;1
00101776;JUEGO DIDACTICO MY WORLD;UNIDADES;18;10;0;200.000;0;157.800;2;1
00102;LOCOTE;PESABLE;2;5;0;12.950;0;9.913;2;1
00102766;COLADOR DE PASTAS;UNIDADES;31;10;0;5.500;0;3.745;2;1
00103;ZANAHORIA;PESABLE;2;5;0;9.400;0;7.222;2;1
00103299;PLATO PLASTICO PLAYO;UNIDADES;31;10;0;10.000;0;5.503;2;1
00104;MANZANA VERDE;PESABLE;4;5;0;16.900;0;13.333;2;1
00105;MANDIOCA;PESABLE;2;5;0;1.800;0;1.357;0;1
00106;BATATA BRASIL;PESABLE;2;5;0;5.600;0;4.166;2;1
00107;PAPA;PESABLE;2;5;0;8.800;0;6.666;2;1
00107105;JARRA PLASTICA 2 LITS;UNIDADES;31;10;0;15.500;0;11.034;2;1
001078;1;UNIDADES;2;10;0;48.000;0;45.000;2;1
00108;REPOLLO;PESABLE;2;5;0;6.800;0;4.444;2;1
00109;PEPINO;PESABLE;2;5;0;4.450;0;3.448;2;1
00110;ZAPALLITO;PESABLE;2;5;0;6.300;0;5.000;2;1
00111;REMOLACHA;PESABLE;2;5;0;7.200;0;6.000;2;1
00111034;JARRA PLASTICA 2 LITROS OVAL;UNIDADES;31;10;0;10.000;0;5.805;2;1
00113;LIMON;PESABLE;4;5;0;6.600;0;3.157;2;1
00114;ZAPALLO NACIONAL;PESABLE;2;5;0;2.100;0;1.500;2;1
00115;BERENJENA;PESABLE;2;5;0;15.600;0;5.000;2;1
00118;MBURUCUYA;PESABLE;4;5;0;17.500;0;8.636;2;1
0012345678998;AUTITO X 25 CAJA;UNIDADES;18;10;0;36.000;0;25.800;2;1
0012345679001;AUTITO X 15;UNIDADES;18;10;0;20.000;0;15.150;2;1
0012345679377;MUÑECA EN BLISTER;UNIDADES;18;10;0;5.500;0;3.630;2;1
0012345679537;AUTITO X  4;UNIDADES;18;10;0;5.500;0;3.880;2;1
0012345680090;PLANCHA EN CAJA;UNIDADES;18;10;0;21.000;0;14.870;2;1
0012345680120;MAQUILLAJE INFANTIL;UNIDADES;18;10;0;5.500;0;3.880;1;1
00126;POROTO PEKY;PESABLE;2;5;0;5.990;0;3.000;2;1
00127;MANTECA PEKY;PESABLE;2;5;0;15.600;0;12.500;2;1
00128;ARVEJA;PESABLE;2;0;5;15.600;0;12.500;2;1
0012800517084;PILA RAYOVAC CUADRADO 9V;UNIDADES;27;10;0;6.500;0;4.942;2;1
0012800517145;PILA CONTROL REMOTO RAYOVAC;UNIDADES;27;10;0;6.590;0;5.277;2;1
00129;BANANA;PESABLE;4;5;0;5.200;0;3.656;0;1
00130;NARANJA;PESABLE;4;5;0;6.600;0;5.000;0;1
00131;MANDARINA;PESABLE;2;5;0;8.700;0;7.368;2;1
00132;POMELO;PESABLE;4;5;0;2.000;0;1.500;2;1
00133;BANANA DE ORO;PESABLE;4;5;0;5.500;0;4.333;2;1
00134;UVA BRASILERA;PESABLE;4;10;0;21.500;0;18.000;2;1
00135;PERA;PESABLE;4;5;0;8.800;0;6.944;2;1
00136;MANZANA;PESABLE;4;5;0;8.900;0;6.666;2;1
00137;MANZANA CHICA;PESABLE;4;5;0;11.700;0;8.888;2;1
00138;CIRUELA;PESABLE;4;5;0;18.500;0;15.000;2;1
00139;PIÑA;PESABLE;4;5;0;9.400;0;6.666;0;1
00140;DURAZNO;PESABLE;4;5;0;23.900;0;20.000;2;1
00141;PELON;PESABLE;4;5;0;15.900;0;12.000;2;1
00142;MAMÓN;PESABLE;4;5;0;6.500;0;3.750;2;1
00143;MANDARINA FRUTIKA;PESABLE;4;5;0;4.600;0;3.333;2;1
00144;MELON JAPONES;PESABLE;4;5;0;5.500;0;4.210;2;1
00145;AZUCAR NACIONAL A GRANEL;PESABLE;21;10;0;6.400;0;5.300;2;1
00146;ARROZ A GRANEL TIPO 1;PESABLE;21;5;0;3.200;3.000;2.067;2;1
00147;HARINA A GRANEL 000;PESABLE;21;5;0;3.500;3.200;2.500;2;1
00148;YERBA A GRANEL;PESABLE;21;5;0;8.750;0;7.000;2;1
00149;GALLETA MOLIDA;PESABLE;21;10;0;4.500;0;3.000;2;1
00150;MAIZ TUPI GRANO;PESABLE;21;5;0;1.950;1.740;1.550;2;1
00151;MAIZ TUPI MOLIDO;PESABLE;21;10;0;1.850;1.660;1.550;2;1
00152;FIDEO A GRANEL;PESABLE;21;5;0;4.900;0;3.800;2;1
00153;TALLARIN-MOÑITO;PESABLE;21;5;0;5.300;0;3.875;2;1
00154;LOCRO A GRANEL;PESABLE;21;10;0;5.400;0;4.150;2;1
00155;LOCRILLO A GRANEL;PESABLE;21;10;0;5.200;4.700;4.200;2;1
00156;POROTO;PESABLE;21;5;0;10.900;0;8.000;2;1
00157;POROTO NEGRO;PESABLE;1;10;0;9.750;0;6.750;2;1
00159;ARROCILLO A GRANEL;PESABLE;21;5;0;2.300;2.100;1.680;2;1
00160;AVEZAN PONEDORA;PESABLE;21;5;0;2.650;2.300;1.984;2;1
00161;CRECIMIENTO BB  A GRANEL AVES;PESABLE;21;10;0;2.500;2.300;2.080;2;1
00161367;VASITO PLASTICO CON PICO INFANTIL;UNIDADES;14;10;0;4.500;0;2.981;2;1
00162;COMIDA P/ CONEJO;PESABLE;21;10;0;2.400;2.200;1.988;2;1
00163;CERCON  ENGORDE CERDOS A GRANEL;PESABLE;21;10;0;2.700;2.300;2.080;2;1
00164;COMIDA P/ PERRO PRONTO DOG.....;PESABLE;21;10;0;5.250;4.280;3.900;2;1
00165;COMIDA P/ PERRO JUNIOR APOLO AZUL.....;PESABLE;21;10;0;9.500;0;5.700;2;1
00166;AFRECHO GRANEL;PESABLE;21;10;0;1.400;1.066;966;2;1
00167;ALMIDON A GRANEL;PESABLE;21;5;0;3.500;3.160;3.000;2;1
00168;FARIÑA;PESABLE;21;5;0;6.800;0;5.200;2;1
00169;SOJA A GRANEL;PESABLE;21;5;0;3.500;0;2.900;2;1
00170;SAL GRUESA A GRANEL;PESABLE;21;5;0;1.950;1.700;1.440;2;1
00171;SAL FINA A GRANEL;PESABLE;21;5;0;1.950;1.700;1.440;2;1
00172;MANI CUI A GRANEL;PESABLE;21;10;0;9.400;8.800;7.200;2;1
00173;MANI CON CASCARA;PESABLE;21;5;0;8.700;0;7.200;2;1
00174;MANI EN GRANO A GRANEL;PESABLE;21;5;0;8.900;8.700;7.200;2;1
00175;PORORO;PESABLE;21;5;0;5.500;0;4.500;2;1
00176;ANIS;PESABLE;21;5;0;33.700;0;27.000;2;1
00177;CAFE DE SOJA;PESABLE;21;5;0;4.980;0;3.800;2;1
00178;HARINA DE MAIZ ACUARIO;PESABLE;44;10;0;6.100;0;4.000;2;1
00179;JABON EN POLVO LIMPIASUL;PESABLE;21;10;0;7.500;0;4.629;2;1
00180;JABON EN POLVO INSUPERABLE GRANEL;PESABLE;21;10;0;6.500;0;5.008;2;1
00181;FRUTA ABRILLANTADA X KILO;PESABLE;19;10;0;12.400;0;8.924;2;1
00182;UVA PASA;PESABLE;2;10;0;22.900;0;16.275;2;1
00183;NUEZ;PESABLE;21;10;0;150.000;0;125.000;2;1
00184;COQUITO COMUN;PESABLE;15;10;0;9.500;9.300;5.000;2;1
00185;MAIZ CHIPA BLANCO A GRANEL;PESABLE;21;5;0;5.850;0;4.500;2;1
00186;TOMATE Y LOCOTE PICADO;PESABLE;2;0;0;6.000;0;6.000;2;1
00187;FELIPITO;PESABLE;15;5;0;5.500;0;3.200;2;1
00188;COQUITO A LA MANTECA;PESABLE;15;5;0;12.000;0;9.000;2;1
00189;GALLETA ACUARIO;PESABLE;15;5;0;6.800;0;3.700;2;1
00190;ROSQUITA INTEGRAL;PESABLE;15;5;0;12.453;0;10.465;2;1
00191;GALLETA ESPECIAL;PESABLE;15;5;0;9.500;0;6.800;2;1
00192;GALLETITA EDWARD A GRANEL;PESABLE;21;10;0;12.900;0;7.800;2;1
00193;GALLETITAS A GRANEL;PESABLE;21;10;0;8.950;0;5.400;2;1
00194;GALLETITA A GRANEL;PESABLE;21;10;0;8.000;0;6.500;2;1
00195;DULCE DE LECHE A GRANEL;PESABLE;21;10;0;17.500;0;13.250;2;1
00196;DULCE DE GUAYABA;PESABLE;1;10;0;7.850;0;6.000;2;1
00197;PIOLA;PESABLE;21;10;0;39.000;0;32.600;2;1
00198;LOMITO;PESABLE;36;5;0;47.000;0;15.000;2;1
00199;LOMO;PESABLE;36;5;0;41.300;0;37.500;2;1
00200;CARNAZA NEGRA DE 1RA;PESABLE;36;5;0;37.200;0;29.000;2;1
00201;CARNAZA DE 2DA;PESABLE;36;5;0;25.600;0;22.500;2;1
00202;CARNAZA BLANCA;PESABLE;36;5;0;33.600;0;27.000;2;1
00203;PALETA;PESABLE;36;5;0;33.600;0;27.000;2;1
00204;PECETO;PESABLE;36;5;0;32.750;0;28.500;2;1
00205;OFERTA! CORTE P/ GUISO;PESABLE;36;5;0;21.500;0;21.000;2;1
00206;PUCHERO DE 1RA.........;PESABLE;36;5;0;18.000;0;10.000;2;1
00207;PUCHERITO.........;PESABLE;36;5;0;7.900;0;5.500;2;1
00208;PELLA;PESABLE;36;10;0;4.000;0;21.000;2;1
00209;HUESO BLANCO;PESABLE;36;5;0;2.500;0;20.000;2;1
00210;MONDONGO;PESABLE;36;5;0;17.500;0;15.000;2;1
00211;HIGADO;PESABLE;36;5;0;10.500;0;7.000;2;1
00212;RIÑON;PESABLE;36;5;0;6.500;0;5.000;2;1
0021200510076;GUANTE TAREA PESADA PEQ.;UNIDADES;6;10;0;10.500;0;8.460;2;1
0021200510083;GUANTE TAREA PESADA PEQ.;UNIDADES;6;10;0;9.990;0;8.460;2;1
0021200510090;GUANTE TAREA PESADA MEDIO;UNIDADES;6;10;0;9.990;0;8.460;2;1
00213;LENGUA;PESABLE;36;5;0;26.400;0;22.000;2;1
00214;POLLO ENTERO PECHUGÓN CONGELADO;PESABLE;40;5;0;10.900;0;7.601;2;1
00215;COSTILLA ANCHA TIPO EXPORTACION;PESABLE;36;5;0;23.500;0;19.000;2;1
00216;MUCHACHITO, PARA´I, ARAÑITA;PESABLE;36;5;0;27.600;0;22.000;2;1
00217;PUCHERO PECHUGÓN;PESABLE;40;5;0;7.100;6.300;5.200;2;1
00218;SOPA PARAGUAYA A GRANEL;PESABLE;16;5;0;17.950;0;12.000;2;1
00219;QUESO PARAGUAY;PESABLE;44;5;0;33.500;0;30.000;2;1
00220;QUESO CUARTIROLO;PESABLE;1;10;0;36.600;0;30.000;2;1
00221;QUESO CREMOSO CREMOSO;PESABLE;44;10;0;40.600;0;30.000;2;1
00222;QUESO MUZARELLA;PESABLE;44;5;0;39.500;0;27.500;2;1
00223;QUESO DIETETICO;PESABLE;1;10;0;52.300;0;41.000;2;1
00224;FALDA COSTILLA DE NOVILLO;PESABLE;36;5;0;19.900;0;19.000;2;1
00225;JAMON COCIDO OCHSI;PESABLE;53;10;0;46.500;0;38.720;2;1
00226;CORAZONCITO (NO SE USA);PESABLE;40;5;0;18.000;0;15.600;2;1
00227;JAMONADA SADIA;PESABLE;42;5;0;24.000;0;14.550;2;1
00228;PATE DE HIGADO OSCHI;PESABLE;53;10;0;27.250;0;21.835;2;1
00229;PARRILLEROS OCHSI...........;PESABLE;53;10;0;26.600;0;18.975;2;1
00230;PANCHO OCSHI;PESABLE;53;10;0;24.500;0;21.384;2;1
00231;BESITO OCHSI CON/SIN PICANTE;PESABLE;53;10;0;27.500;0;23.837;2;1
00232;TAPACUADRIL;PESABLE;36;5;0;39.000;0;31.000;8;1
00233;CARNE DE OVEJA;PESABLE;1;5;0;24.990;0;20.000;2;1
00234;CHORIZO DE VIENA OCHSI;PESABLE;42;5;0;25.900;0;20.636;2;1
00235;MOLLEJA FRESCA PECHUGON;PESABLE;40;5;0;6.950;0;5.800;2;1
00236;FIAMBRE OCHSI;PESABLE;53;10;0;26.500;0;20.900;2;1
00237;MORT;PESABLE;42;10;0;15.500;0;13.645;2;1
00238;FIAMBRE CERVECERO;UNIDADES;42;10;0;24.500;0;13.500;2;1
00239;MANTECA VEGETAL OK 80%;PESABLE;44;10;0;8.900;0;7.000;2;1
00240;SURUBI;PESABLE;36;0;0;30.990;0;25.000;2;1
0024024052418;VELERO VIDRIO TIPO COPA;UNIDADES;20;10;0;6.500;0;4.500;2;1
00241;EMBUTIDOS STUDENKO;PESABLE;1;10;0;20.390;0;14.000;2;1
00242;OFERTA! CARNE MOLIDA 2DA;PESABLE;36;5;0;19.900;0;15.000;2;1
00243;QUESO P/ SANDWICHS CHICO;PESABLE;1;5;0;26.400;0;22.000;2;1
00244;QUESO P/ SANDWICH GRANDE DANBO;PESABLE;44;5;0;65.900;0;50.538;2;1
00245;MANTECA 70%;PESABLE;1;5;0;8.900;0;5.200;2;1
00246;PUCHERO SEGUNDA...........;PESABLE;36;10;0;13.500;0;10.000;2;1
00247;MATAMBRE;PESABLE;36;5;0;21.500;0;18.500;2;1
00248;VACIO;PESABLE;36;5;0;25.000;0;19.000;2;1
00250;COSTELETA;PESABLE;36;5;0;28.500;0;18.300;2;1
00251;CARNE MOLIDA DE 1RA;PESABLE;36;5;0;33.900;0;18.300;2;1
00252;BUTIFARRA;PESABLE;42;10;0;17.550;0;14.500;2;1
00253;CHORIZO CON QUESO OCHSI;PESABLE;53;10;0;29.500;0;22.972;2;1
00254;MOLLEJA CONGELADO PECHUGON ( NO SE USA);PESABLE;40;5;0;6.950;0;5.800;2;1
00256;CORAZON / MOLLEJA VACUNO;PESABLE;36;5;0;9.800;0;5.900;2;1
00257;PANCHO DE POLLO;PESABLE;40;5;0;18.500;0;16.100;2;1
00258;JAMON CRUDO OCHSI;PESABLE;1;10;0;60.650;0;48.136;2;1
00259;HAMBURGUESA POR UNIDAD;UNIDADES;45;10;0;1.650;0;1.200;2;1
00260;GRASA DE CERDO;PESABLE;41;10;0;14.500;0;12.000;2;1
002601;TORTA;PESABLE;2;10;0;30.000;0;20.000;2;1
00262;PESCADO BLANCA BOGA-SOLA-PICO;PESABLE;1;0;0;26.990;0;22.000;2;1
00263;ACEITE POR KILO SUPER ACUARIO;UNIDADES;21;5;0;7.400;6.700;5.700;2;1
00264;PESCADO ARMADO;PESABLE;1;0;0;15.990;0;12.000;2;1
00266;PECHUGON POLLO SELECCIONADO;PESABLE;40;5;0;11.000;0;8.600;2;1
00267;PANCHOS UPISA;PESABLE;42;10;0;22.100;0;17.900;2;1
00269;POROTO PEKY C/ CASCARA;PESABLE;2;5;0;5.500;0;4.000;2;1
00270;SALAME LA CASONA;PESABLE;36;10;0;65.000;0;45.231;2;1
00271;BOLA DE LOMO;PESABLE;36;5;0;38.200;0;30.000;2;1
00272;PECHUGA CONGELADA PECHUGON;PESABLE;40;5;0;10.300;8.734;7.583;2;1
00273;MILANESA CRUDA DE CARNE ACUARIO;PESABLE;36;5;0;42.000;0;55.000;2;1
00275;QUESO CUARTIROLO TREBOL;PESABLE;1;5;0;35.990;0;13.500;2;1
00276;MUSLO CONGELADO PECHUGON;LITROS;40;5;0;9.900;8.665;8.133;2;1
00277;RABADILLA;PESABLE;36;5;0;37.800;0;29.000;2;1
00278;QUESO DIETETICO TREBOL;PESABLE;1;5;0;42.900;0;33.000;2;1
00279;QUESO SANWICH TREBOL;PESABLE;36;5;0;42.900;0;33.000;2;1
00280;QUESO SARDO TREBOL;PESABLE;1;10;0;83.680;0;64.470;2;1
00281;ALITA FRESCA;PESABLE;40;5;0;16.250;13.750;11.533;2;1
00282;CHIPA COCINADA  X KILO............;PESABLE;15;10;0;23.900;0;18.500;2;1
00283;TORTA X PORCION;PESABLE;19;10;0;37.000;0;35.000;2;1
00284;MASAS FINAS SUPER ACUARIO;PESABLE;19;10;0;34.000;0;28.000;2;1
002842;LOTERIA DE MADERA CON CARTONES;UNIDADES;18;10;0;24.000;0;16.500;2;1
00285;QUESO RICOTA TREBOL;PESABLE;36;5;0;22.240;0;18.900;2;1
00285827;JUGUETE PIZARRA;UNIDADES;18;10;0;13.000;0;6.500;2;1
00286;DULCE DE BATATA;PESABLE;21;10;0;12.000;0;9.860;2;1
00287;QUESO LA SERENISIMA;PESABLE;1;10;0;66.000;0;55.000;2;1
00288;REPOLLO MORADO;PESABLE;2;5;0;8.800;0;7.500;2;1
00289;MASAS SURTIDAS X KILO;PESABLE;19;10;0;33.900;0;12.000;2;1
0029;EMBUTIDOS OCHSI;UNIDADES;53;10;0;25.920;0;24.000;2;1
00290;QUESO P/SANDWICH;PESABLE;44;10;0;39.500;0;29.500;2;1
00291;RABANITO FRESCO;PESABLE;43;5;0;8.600;0;6.650;2;1
00292;MASA P/EMPANADAS;PESABLE;21;10;0;2.990;0;2.200;2;1
00294;NO;PESABLE;36;10;0;3.000.000;0;18.750;2;1
00295;NO;PESABLE;36;10;0;3.500.000;0;28.500;2;1
00296;NO;PESABLE;36;10;0;300.000.000;0;18.500;2;1
00297;NO;UNIDADES;36;10;0;8.950;0;5.000;2;1
00298;NO;PESABLE;36;5;0;3.000.000;0;5.000;2;1
00300;NO;PESABLE;36;10;0;28.600;0;25.000;2;1
00301;PAN SOBADITO;PESABLE;15;5;0;6.500;0;4.000;2;1
00303;PAN DE MAIZ;PESABLE;15;5;0;3.000;0;2.100;2;1
00304;SAMBARI;PESABLE;36;5;0;25.500;0;22.000;2;1
00305;CHICHARO TRENZADO;PESABLE;36;5;0;24.500;0;20.000;2;1
00306;MILANESA PECHUGON CONGELADO............;PESABLE;36;10;0;23.000;0;17.833;2;1
00307;LIBRILLO;PESABLE;36;5;0;12.900;0;12.500;2;1
00308;PANCETA AHUMADA UPISA;PESABLE;42;10;0;30.750;0;24.600;2;1
00309;MILANESA FRITA DE CARNE ACUARIO;PESABLE;36;10;0;48.000;0;37.500;2;1
00311;COSTILLA CONGELADA Y DE 2DA;PESABLE;36;5;0;24.000;0;14.500;2;1
00313;JAMON;PESABLE;53;10;0;46.500;0;38.720;2;1
00315;COLITA CUADRIL;PESABLE;36;10;0;37.500;0;31.000;2;1
00316;PUCHERO DE CERDO...........;PESABLE;41;5;0;5.700;5.300;4.800;2;1
00317;PATITA DE CERDO;PESABLE;41;5;0;4.800;0;4.000;2;1
00318;ENRROLLADO;PESABLE;36;5;0;27.000;0;18.500;2;1
00319;PALETA DE CERDO............;PESABLE;41;5;0;15.500;0;13.000;2;1
00320;OREJAS/PIEL DE CERDO OCHSI;PESABLE;1;5;0;13.990;0;10.500;2;1
00321;PEPERONI STUDENKO;PESABLE;42;10;0;79.190;0;66.000;2;1
00322;QUESO ILOLAY;PESABLE;1;5;0;27.000;0;21.600;2;1
003224;VELERO LARGO;UNIDADES;20;10;0;15.000;0;8.650;2;1
003225;SERVILLETERO PORCELANA CISNE;UNIDADES;20;10;0;26.000;0;19.000;2;1
00323;QUESO ILOLAY LYBO;PESABLE;1;5;0;41.600;0;34.000;2;1
00324;OFERTA! PECHUGON GRAN POLLO CONGELADO;PESABLE;40;5;0;9.700;0;8.900;2;1
00326;QUESO MUSSARELLA BRASILERO;PESABLE;1;5;0;39.500;0;27.500;2;1
00328;POLLO CONDIMENTADO;PESABLE;40;5;0;11.000;0;9.200;2;1
00330;PANCETA EN PAQUETE;PESABLE;1;5;0;51.200;0;31.126;2;1
00330435;JUGUETE;UNIDADES;18;10;0;18.500;0;12.000;2;1
00331;SESAMO A GRANEL;PESABLE;21;5;0;16.800;0;11.000;2;1
00332;BISCOCHITOS A GRANEL;PESABLE;21;5;0;10.850;0;9.000;2;1
00333;CABEZA DE CERDO;PESABLE;41;5;0;5.000;0;4.000;2;1
00334;LOMO DE CERDO;PESABLE;1;5;0;29.890;0;24.780;2;1
00335;PAVITA SADIA ENTERA CONDIMENTADA 5 KILOS;PESABLE;40;10;0;44.500;0;35.900;2;1
00336;UVA NACIONAL;PESABLE;4;5;0;21.500;0;18.000;2;1
00337;CORTE P/ MILANESA;PESABLE;36;5;0;38.500;0;32.000;2;1
00338;DULCE DE GUAYABA;PESABLE;21;10;0;10.650;0;6.880;2;1
00339;MORTADELA OCHSI;PESABLE;42;5;0;26.200;0;20.900;2;1
003399;FLORERO BLANCO LIZO;UNIDADES;31;10;0;25.500;0;18.000;2;1
00340;A GRANEL;PESABLE;4;10;0;24.000;0;18.333;2;1
00342;CARNE 1RA TIPO EXPORTACION;PESABLE;1;5;0;27.990;0;13.500;2;1
00343;LENTEJAS A GRANEL;PESABLE;2;5;0;19.480;0;15.000;2;1
00344;MANI TOSTADO;PESABLE;21;5;0;9.500;8.580;7.800;2;1
00345;NO;PESABLE;36;5;0;3.000.000;0;16.000;2;1
00346;BALANCEADO P/ PERRO ADULTO;PESABLE;21;5;0;4.050;0;3.400;2;1
00347;COPALSA SEMILLA DE LINO X 5 KILO........;PESABLE;15;5;0;94.500;0;72.500;2;1
00348;BALANCEADO EQUINO TRABAJO CABALLO;PESABLE;21;5;0;2.100;0;1.640;2;1
00350;COMIDA P/ PERRO APOLO AMARILLO Y VERDE.....;PESABLE;21;10;0;7.900;0;6.100;2;1
003505;FLORERO PORCELANA;UNIDADES;20;10;0;17.000;0;10.000;2;1
00351;MAIZENA A GRANEL;PESABLE;21;10;0;3.450;3.300;2.600;2;1
00352;CALABAZA;PESABLE;2;10;0;2.900;0;2.419;2;1
00353;COLITA DE QUESO/FIAMBRE OCHSI;PESABLE;42;10;0;20.000;0;13.500;2;1
00354;SEMILLA DE SESAMO;PESABLE;21;5;0;16.800;0;13.020;2;1
00355;MICELA P/PAJARO;PESABLE;21;5;0;8.600;0;5.500;2;1
0035502318001;JUGUETE;UNIDADES;18;10;0;20.000;0;12.000;2;1
00356;OREGANO;PESABLE;21;5;0;58.800;0;42.000;2;1
00357;ACELGA JAPONESA;PESABLE;2;10;0;5.590;0;4.300;2;1
00358;CEBOLLA;PESABLE;2;5;0;5.800;0;3.750;0;1
00359;FRUTILLA VILLETANA;PESABLE;4;5;0;18.000;0;15.000;2;1
00360;PAPA Y CEBOLLA CHICA;PESABLE;2;5;0;3.100;0;3.157;2;1
00361;COMIDA P/ GATOS ATILA ....;PESABLE;21;10;0;9.500;0;7.400;2;1
00362;COCO RALLADO;PESABLE;21;5;0;33.800;0;24.000;2;1
00363;FRUTILLA PICADA;PESABLE;4;10;0;20.000;0;15.000;2;1
00364;MIJO;PESABLE;21;5;0;6.500;0;5.000;2;1
00365;TAPA DE ASADO;PESABLE;36;5;0;19.000;0;18.500;2;1
00366;ACEITUNA A GRANEL;PESABLE;1;10;0;34.900;0;24.430;2;1
00367;PALETA CON HUESO;PESABLE;36;5;0;34.950;0;18.300;2;1
00368;LECHUGA REPOLLADA;PESABLE;2;10;0;13.500;0;12.857;2;1
00370;COSTELETA DE CERDO...........;PESABLE;41;5;0;16.800;0;14.000;2;1
00371;PIERNA DE CERDO.............;PESABLE;41;5;0;16.500;0;13.500;2;1
00372;COSTILLA DE CERDO.............;PESABLE;41;5;0;22.500;0;18.500;2;1
00373;MORTADELA UPISA EL RANCHO;PESABLE;41;5;0;16.800;0;12.730;2;1
00374;VACIO DE CERDO;PESABLE;41;5;0;22.600;0;15.000;2;1
00375;COLITA DE CERDO;PESABLE;1;5;0;6.240;0;4.400;2;1
00376;COLIFLOR;PESABLE;41;10;0;18.000;0;14.400;2;1
00377;QUESO LACTOLANDA P/ SANWICH;PESABLE;1;5;0;39.200;0;28.000;2;1
00378;ARVEJA PEKY;PESABLE;2;0;0;6.490;0;5.000;2;1
00379;BROCOLI;PESABLE;43;10;0;14.900;0;13.000;2;1
