id;categoria_id;nombre;precio;tipo_id
441;1197;Gaseosa Coca Cola Sin Azucar 3 litros Descartable;13900;1
442;1197;Gaseosa Mirinda Guaraná Free 2lt;9900;1
443;1198;Cerveza Coronita Extra 207ml;6100;1
444;1198;Cerveza Stella Artois 335ml;5800;1
445;1198;Cerveza Pilsen Lata 354ml;4000;1
446;1199;Caña Aristócrata Etiqueta negra 450ml;12600;1
447;1199;Caña Tres leones E.N. ¼;4100;1
448;1199;Caña Tres leones ½ L;3700;1
449;1200;Whisky Johnnie Walker Double Black Label 750ml;197500;1
450;1200;Whisky Old Parr botella 500ml 12 años;92000;1
451;1200;Whisky Johnnie Walker Red Label 1lt;99000;1
452;1201;Vino Luigi Bosca Cabernet Sauvignot 750ml;85000;1
453;1201;Uvita Vino Tinto 1 litro;8900;1
454;1201;Vino Luigi Bosca Malbec 750ml;98000;1
455;1202;Bello Barreiro 910ml;20100;1
456;1203;Champagne Espumante Chandon Extra Brut 750ml;74500;1
457;1203;Champagne Chandon Extra Brut 6lts;1100000;1
458;1203;Champagne Mini Chandon Rose 187ml;39000;1
459;1204;Jagermeister Licor Amargo 1 Lt;130000;1
460;1204;Jagermeister Licor Amarga 700ml;95000;1
461;1204;Fernet Branca Botella 750ml;49500;1
462;1205;Vodka Ciroc Peach 750ml;138000;1
463;1205;Vodka Absolut 1 Litro;110000;1
464;1205;Vodka Smirnoff Roja 1 LT;37500;1
465;1206;Tequila Blanco Don Julio 750ml;130000;1
466;1207;Sidra Preferida 910ml;9850;1
467;1208;Gin Bombay 750ml;118000;1
468;1208;Gin Tanqueray 750ml;109500;1
469;1210;Bebida Gatorade Mandarina 500ml;6800;1
470;1210;Powerade Mount Blast Azul 500ml;7000;1
471;1210;Bebida Gatorade Cool Blue 500ml;6800;1
472;1211;Vino Fond de Cave Gran Reserva Malbec 750ml;90000;1
473;1211;Vino Emilia Nieto Senetiner Malbec;49000;1
474;1214;Vino Nicasia Malbec Blend 750ml;92400;1
